OFFICE_LOC,LOC,NAME,HOMEPAGE,ESTABLISHMENT,GENDER,ZIP_CODE,ADDRESS,TEL, 1G_CLA , 2G_CLA , 3G_CLA , SPECIAL_CLA , CLA_SUM , 1G_STU , 1G_STU_EMPTY , 2G_STU , 2G_STU_EMPTY , 3G_STU , 3G_STU_EMPTY , STU_SUM , STU_EMPTY_SUM , AVG , T_NUM , T_EMPTY , T_REGULAR_NYM , T_REGULAR_EMPTY , T_TERM_NUM , T_TERM_EMPTY , EMP_NUM , EMP_EMPTY , CLASS_NUM 
강동송파,송파구,보인중학교,http://boin.ms.kr, 사립 , 남자 ,5742," 서울특별시 송파구 오금로49길 18 , 보인중학교 (오금동) ",24496017,8,8,8, - ,24,177, - ,158, - ,192, - ,527, - ,22,44,21,36,15,8,6,4, - ,35
강동송파,강동구,상일여자중학교,http://www.sangil.ms.kr, 사립 , 여자 ,5282," 서울특별시 강동구 천호대로219길 61 (상일동, 상일여자중학교) ",24280735,6,6,6, - ,18,34,34,27,27,48,48,109,109,6.1,34,22,24,15,10,7,3,1,24
강동송파,강동구,성덕여자중학교,http://www.sd.ms.kr, 사립 , 여자 ,5306," 서울특별시 강동구 구천면로 396 , 성덕여자중학교 (천호동) ",220455001,8,8,8, - ,24,180,180,177,177,188,188,545,545,22.7,46,33,34,24,12,9,4, - ,34
강동송파,송파구,영파여자중학교,http://www.youngpa.ms.kr, 사립 , 여자 ,5529," 서울특별시 송파구 올림픽로 565 , 영파여자중학교 (풍납동) ",24707876,7,7,7, - ,21,115,115,106,106,122,122,343,343,16.3,42,34,27,21,15,13,4,3,26
강동송파,송파구,일신여자중학교,http://www.ilsin.ms.kr, 사립 , 여자 ,5676," 서울특별시 송파구 송파대로38길 8 (송파동,일신여자중학교) ",221408134,8,8,8, - ,24,132,132,130,130,159,159,421,421,17.5,42,14,31,9,11,5,4,1,37
강동송파,송파구,정신여자중학교,http://www.chungshin.net, 사립 , 여자 ,5571," 서울특별시 송파구 올림픽로4길 16 , 정신여자중학교 (잠실동) ",24210748,12,13,13, - ,38,318,318,305,305,325,325,948,948,24.9,69,42,62,36,7,6,5,1,39
강동송파,강동구,한영중학교,http://www.hanyoung.ms.kr, 사립 , 공학 ,5279," 서울특별시 강동구 동남로 832 (상일동,한영중학교) ",269541229,8,8,8, - ,24,226,117,221,103,227,110,674,330,28.1,45,25,32,20,13,5,4,2,32
강서양천,양천구,강신중학교,http://www.kangsin.ms.kr, 공립 , 공학 ,8047," 서울특별시 양천구 남부순환로 604 (신월동,강신중학교) ",226949623,10,11,11,1,33,258,123,242,120,270,136,770,379,23.3,62,49,56,45,6,4,4,4,45
강서양천,강서구,경서중학교,http://gyeongseo.ms.kr/, 공립 , 공학 ,7533, 서울특별시 강서구 양천로59길 31 (가양동) ,226680304,4,4,4, - ,12,51,25,67,28,53,25,171,78,14.3,26,16,25,15,1,1,3, - ,36
강서양천,강서구,공진중학교,http://www.kongjin.ms.kr, 공립 , 공학 ,7527," 서울특별시 강서구 양천로55길 56 (가양동,공진중학교) ",236658673, - , - ,4,1,5, - , - , - , - ,47,27,47,27,9.4,25,17,22,15,3,2,4,1,35
강서양천,강서구,공항중학교,http://gonghang.ms.kr, 공립 , 공학 ,7618," 서울특별시 강서구 방화대로 241 (공항동,공항중학교) ",226620471,7,7,8,2,24,161,71,165,89,207,103,533,263,22.2,48,34,40,29,8,5,4,1,47
강서양천,양천구,금옥중학교,http://geumok.ms.kr/, 공립 , 공학 ,8080," 서울특별시 양천구 신정로 213 , 금옥중학교 (신정동) ",226961202,11,10,11, - ,32,260,131,238,120,257,115,755,366,23.6,66,54,57,46,9,8,4,3,47
강서양천,강서구,등명중학교,http://www.deungmyoung.ms.kr, 공립 , 공학 ,7585," 서울특별시 강서구 공항대로39길 39 (등촌동,등명중학교) ",226582727,9,8,8, - ,25,234,126,214,117,231,123,679,366,27.2,49,36,47,34,2,2,3,2,36
강서양천,강서구,등원중학교,http://www.deungwon.ms.kr, 공립 , 공학 ,7576," 서울특별시 강서구 화곡로65길 50 , 등원중학교 (등촌동) ",226582707,6,6,7,2,21,111,77,96,77,190,123,397,277,18.9,42,27,37,24,5,3,2, - ,39
강서양천,강서구,마곡중학교,http://www.magok.ms.kr, 공립 , 공학 ,7598, 서울특별시 강서구 마곡중앙5로 58 (마곡동) ,226668502,8,8,7,1,24,197,106,202,110,178,85,577,301,24,50,40,43,33,7,7,4,3,29
강서양천,양천구,목동중학교,http://www.mokdong.ms.kr, 공립 , 공학 ,8010," 서울특별시 양천구 목동동로 172 (신정동,목동중학교) ",226431103,15,15,16,2,48,431,209,456,213,481,229,"1,368",651,28.5,89,70,77,59,12,11,5,3,58
강서양천,양천구,목운중학교,http://www.mogun.ms.kr, 공립 , 공학 ,7996," 서울특별시 양천구 목동동로 235 (목동,목운초.중학교) ",226514060,15,15,15,1,46,433,197,466,215,443,220,"1,342",632,29.2,89,67,78,59,11,8,5,4,69
강서양천,양천구,목일중학교,http://www.mokil.ms.kr, 공립 , 공학 ,8018," 서울특별시 양천구 목동동로8길 70 (신정동,목일중학교) ",226460553,15,14,14, - ,43,378,136,407,155,420,164,"1,205",455,28,88,76,73,61,15,15,3, - ,52
강서양천,강서구,방원중학교,http://bangwon.ms.kr, 공립 , 공학 ,7515," 서울특별시 강서구 금낭화로 268 , 방원중학교 (방화동,방원중학교) ",226666014,5,6,5,1,17,112,51,121,61,122,56,355,168,20.9,36,25,30,20,6,5,3,2,27
강서양천,강서구,방화중학교,http://www.banghwa.ms.kr, 공립 , 공학 ,7621, 서울특별시 강서구 개화동로27길 9 (방화동) ,226624452,6,6,6, - ,18,112,49,133,58,141,72,386,179,21.4,38,28,33,23,5,5,2,1,38
강서양천,강서구,백석중학교,http://www.baekseok.ms.kr, 공립 , 공학 ,7669," 서울특별시 강서구 등촌로51나길 35 (등촌동,백석중학교) ",226442886,9,10,11,1,31,205,58,187,65,212,69,604,192,19.5,58,43,53,41,5,2,2,2,54
강서양천,강서구,삼정중학교,http://samjeong.ms.kr, 공립 , 공학 ,7508," 서울특별시 강서구 금낭화로 210 (방화동,삼정중학교) ",226666033,5,5,5, - ,15,114,69,116,55,120,49,350,173,23.3,33,21,29,18,4,3,3,1,27
강서양천,강서구,성재중학교,http://www.sungjae.ms.kr, 공립 , 공학 ,7529," 서울특별시 강서구 허준로 36 (가양동,성재중학교) ",226589853,6,6,6,1,19,138,59,132,61,118,57,388,177,20.4,41,26,35,23,6,3,3, - ,29
강서양천,강서구,송정중학교,http://www.songjeong.ms.kr, 공립 , 공학 ,7628," 서울특별시 강서구 남부순환로 121 (공항동,송정중학교) ",226610478,6,6,7, - ,19,146,78,145,68,164,75,455,221,23.9,36,24,32,20,4,4,4,1,44
강서양천,강서구,수명중학교,http://sumyeong.ms.kr, 공립 , 공학 ,7642," 서울특별시 강서구 수명로2길 16 (내발산동,수명중학교) ",267381200,7,7,7,1,22,214,94,199,102,201,83,614,279,27.9,45,32,39,26,6,6,3,2,30
강서양천,양천구,신남중학교,http://www.shinnam.ms.kr, 공립 , 공학 ,8061," 서울특별시 양천구 중앙로29길 109 (신월동,신남중학교) ",226027353,9,8,9, - ,26,210,121,181,86,208,100,599,307,23,52,40,44,34,8,6,2,2,38
강서양천,양천구,신목중학교,http://www.shinmok.ms.kr, 공립 , 공학 ,7981," 서울특별시 양천구 목동중앙로 88 (목동,신목중학교) ",226482142,16,16,16, - ,48,448,235,467,251,508,269,"1,423",755,29.6,95,74,79,63,16,11,3,2,58
강서양천,양천구,신서중학교,http://www.sinseo.ms.kr, 공립 , 공학 ,8091," 서울특별시 양천구 중앙로 206 (신정동,신서중학교) ",226548011,15,14,14,2,45,376,140,379,130,418,157,"1,173",427,26.1,88,72,75,59,13,13,3,1,58
강서양천,양천구,신원중학교,http://www.shinwon.ms.kr, 공립 , 공학 ,7909," 서울특별시 양천구 가로공원로55길 19 (신월동,신원중학교) ",226990183,5,5,5,2,17,90,37,99,42,111,55,300,134,17.6,34,28,31,25,3,3,2, - ,30
강서양천,양천구,신월중학교,http://www.ssinwol.ms.kr, 공립 , 공학 ,7902," 서울특별시 양천구 남부순환로29길 25 , 신월중학교 (신월동) ",226014254,10,10,10,2,32,196,114,197,113,224,117,617,344,19.3,64,43,52,36,12,7,4,3,46
강서양천,양천구,신화중학교,http://www.shinhwa.ms.kr, 공립 , 공학 ,7902," 서울특별시 양천구 남부순환로29길 35 , 신화중학교 (신월동) ",232192900,9,11,11,1,32,208,97,197,86,210,121,615,304,19.2,63,43,55,40,8,3,3,3,45
강서양천,양천구,양강중학교,http://www.yangkang.ms.kr, 공립 , 공학 ,7935, 서울특별시 양천구 중앙로 319 (신월동) ,226910869,12,12,12,2,38,321,168,279,124,338,152,938,444,24.7,69,51,63,46,6,5,3,2,54
강서양천,양천구,양동중학교,http://www.yangdong.ms.kr, 공립 , 공학 ,7947," 서울특별시 양천구 목동중앙북로 49 (목동,양동중학교) ",226483638,10,11,11,2,34,242,120,233,117,295,139,770,376,22.6,65,50,59,44,6,6,4,4,54
강서양천,양천구,양서중학교,http://www.yangseo.ms.kr, 공립 , 공학 ,7912," 서울특별시 양천구 남부순환로 380 (신월동,양서중학교) ",262738109,7,7,6, - ,20,129,50,141,71,153,68,423,189,21.2,43,33,35,27,8,6,4,4,31
강서양천,양천구,양천중학교,http://www.yangcheon.ms.kr, 공립 , 공학 ,8037," 서울특별시 양천구 지양로7길 32 (신월동,양천중학교) ",226942715,9,9,10, - ,28,217,106,203,94,233,106,653,306,23.3,57,39,47,31,10,8,2,2,46
강서양천,강서구,염경중학교,http://www.ymgng.ms.kr, 공립 , 공학 ,7535," 서울특별시 강서구 양천로69길 35 (염창동,염경중학교) ",236616252,8,8,8,1,25,192,93,209,112,192,94,593,299,23.7,52,41,46,36,6,5,3,2,39
강서양천,강서구,염창중학교,http://www.yumchang.ms.kr, 공립 , 공학 ,7536," 서울특별시 강서구 양천로67가길 83 (염창동,염창중학교) ",236642885,11,11,11, - ,33,280,162,278,137,280,128,838,427,25.4,65,51,59,47,6,4,2,1,46
강서양천,양천구,월촌중학교,http://www.wolchonnet.ms.kr, 공립 , 공학 ,7984," 서울특별시 양천구 목동서로 31 (목동,서울월촌중학교) ",226488570,16,16,16, - ,48,485,303,460,264,469,292,"1,414",859,29.5,95,80,80,65,15,15,4,1,56
강서양천,강서구,화원중학교,http://www.shwawon.ms.kr, 공립 , 공학 ,7764," 서울특별시 강서구 강서로17나길 86 (화곡동,화원중학교) ",28112000,8,8,8, - ,24,186,86,167,69,205,87,558,242,23.3,52,35,43,28,9,7,4,2,35
강서양천,강서구,덕원중학교,http://WWW.deokwon.ms.kr, 사립 , 공학 ,7640, 서울특별시 강서구 강서로45길 91-44 (내발산동) ,226607981,8,8,8, - ,24,247,126,247,125,256,128,750,379,31.3,44,31,30,21,14,10,4,3,34
강서양천,강서구,등촌중학교,http://www.deungchon.ms.kr, 사립 , 공학 ,7664," 서울특별시 강서구 공항대로 484-12 (등촌동,등촌중학교) ",7070058007,6,6,6, - ,18,119,62,125,63,136,82,380,207,21.1,35,19,29,14,6,5,4,2,24
강서양천,강서구,마포중학교,http://mapo.ms.kr, 사립 , 남자 ,7576, 서울특별시 강서구 화곡로 403 (등촌동) ,236632591,7,7,7, - ,21,158, - ,118, - ,165, - ,441, - ,21,39,18,29,10,10,8,4,2, - 
강서양천,강서구,명덕여자중학교,http://myungduk.ms.kr, 사립 , 여자 ,7633, 서울특별시 강서구 강서로47길 34-10 (내발산동) ,226648812,6,6,6, - ,18,192,192,181,181,190,190,563,563,31.3,35,23,27,20,8,3,4,2,24
강서양천,양천구,봉영여자중학교,http://bongyoung.ms.kr, 사립 , 여자 ,8099, 서울특별시 양천구 목동동로2길 68 (신정동) ,226487123,7,7,7, - ,21,157,157,132,132,157,157,446,446,21.2,39,25,31,18,8,7,3,2,26
강서양천,강서구,신정여자중학교,http://www.shinjeong.ms.kr, 사립 , 여자 ,7736, 서울특별시 강서구 등촌로13아길 20 신정여자중학교 ,226443549,7,7,7, - ,21,142,142,152,152,169,169,463,463,22,39,25,28,18,11,7,3,1,30
강서양천,양천구,양정중학교,http://www.ycsc.ms.kr, 사립 , 남자 ,7985," 서울특별시 양천구 안양천로 1039 (목동, 양정고등학교) ",226497077,6,6,6, - ,18,178, - ,183, - ,191, - ,552, - ,30.7,32,9,30,7,2,2,4, - ,24
강서양천,양천구,영도중학교,http://www.yeongdo21.ms.kr, 사립 , 남자 ,7958," 서울특별시 양천구 목동중앙남로 27 , 영도중학교 (목동,강서고등학교) ",226430243,6,6,6, - ,18,107, - ,119, - ,134, - ,360, - ,20,32,14,26,11,6,3,3, - ,26
강서양천,강서구,화곡중학교,http://www.hwagok.ms.kr, 사립 , 남자 ,7638," 서울특별시 강서구 강서로45길 70 (내발산동,화곡중학교) ",7086446444,6,6,6, - ,18,187, - ,182, - ,184, - ,553, - ,30.7,37,17,29,11,8,6,4,2,23
강남서초,강남구,개원중학교,http://www.gaewon.ms.kr, 공립 , 공학 ,6328," 서울특별시 강남구 영동대로 101 , 개원중학교 (개포동,개원중학교) ",234118321,8,8,8,2,26,164,87,159,74,194,98,517,259,19.9,55,43,44,35,11,8,3,1,52
강남서초,강남구,개포중학교,http://www.gaepo.ms.kr, 공립 , 공학 ,6321," 서울특별시 강남구 선릉로 9 (개포동,개포중학교) ",25711361, - , - , - , - , - , - , - , - , - , - , - , - , - ,-, - , - , - , - , - , - , - , - , - 
강남서초,서초구,경원중학교,http://www.kyongwon.ms.kr, 공립 , 공학 ,6521," 서울특별시 서초구 신반포로33길 39 (잠원동,경원중학교) ",25936578,12,11,11,1,35,353,171,293,143,307,137,953,451,27.2,76,63,59,50,17,13,3,1,43
강남서초,강남구,구룡중학교,http://www.gury.ms.kr, 공립 , 공학 ,6318, 서울특별시 강남구 선릉로 103 (개포동) ,25773708,9,9,8,1,27,177,90,205,95,211,111,593,296,22,57,45,49,38,8,7,4,2,39
강남서초,서초구,내곡중학교,http://www.naegok.ms.kr, 공립 , 공학 ,6799, 서울특별시 서초구 청계산로7길 9-20 (신원동) ,25719532,5,5,2,1,13,84,47,85,42,33,22,202,111,15.5,30,22,28,22,2, - ,4,3,29
강남서초,강남구,대명중학교,http://www.daemyeong.ms.kr, 공립 , 공학 ,6183," 서울특별시 강남구 역삼로87길 26 (대치동, 대명중학교) ",7047880342,10,10,10, - ,30,290,126,315,162,289,105,894,393,29.8,60,48,49,40,11,8,4,3,43
강남서초,강남구,대왕중학교,http://www.daewang.ms.kr, 공립 , 공학 ,6362," 서울특별시 강남구 광평로20길 7 (수서동, 대왕중학교) ",222262646,9,9,9,1,28,295,153,271,140,292,154,858,447,30.6,54,43,47,37,7,6,3,3,37
강남서초,강남구,대청중학교,http://www.daecheong.ms.kr, 공립 , 공학 ,6280," 서울특별시 강남구 양재천로 321 (대치동,대청중학교) ",25538063,11,10,11, - ,32,350,163,320,133,349,165,"1,019",461,31.8,69,58,52,42,17,16,4,2,44
강남서초,강남구,대치중학교,http://www.daechi.ms.kr, 공립 , 공학 ,6299," 서울특별시 강남구 남부순환로378길 39 (도곡동,대치중학교) ",25729781,6,7,7, - ,20,148,44,163,49,171,51,482,144,24.1,44,36,36,29,8,7,5,3,34
강남서초,강남구,도곡중학교,http://www.dogok.ms.kr, 공립 , 공학 ,6273," 서울특별시 강남구 언주로57길 31 (도곡동,도곡중학교) ",234625951,8,7,9,1,25,260,112,214,69,274,112,748,293,29.9,60,51,47,39,13,12,4,2,36
강남서초,서초구,반포중학교,http://www.banpo.ms.kr, 공립 , 남자 ,6502," 서울특별시 서초구 신반포로 67 (반포동,반포중학교) ",25992304,9,9,9, - ,27,226, - ,243, - ,269, - ,738, - ,27.3,62,50,48,40,14,10,4,3,42
강남서초,서초구,방배중학교,http://www.bangbae.ms.kr, 공립 , 공학 ,6589," 서울특별시 서초구 동광로 144 (반포동,방배중학교) ",25321342,7,6,7,1,21,173,47,167,45,201,51,541,143,25.8,42,32,34,27,8,5,3,1,32
강남서초,강남구,봉은중학교,http://www.bongeun.ms.kr/, 공립 , 공학 ,6079," 서울특별시 강남구 영동대로128길 59 (삼성동,봉은중학교) ",25475628,5,5,5, - ,15,105,40,104,53,115,40,324,133,21.6,32,26,28,24,4,2,4,2,25
강남서초,서초구,서운중학교,http://www.seoun.ms.kr, 공립 , 공학 ,6623," 서울특별시 서초구 서운로 115 (서초동,서운중학교) ",234732701,12,11,12, - ,35,325,155,304,139,344,156,973,450,27.8,66,56,56,50,10,6,3,3,51
강남서초,서초구,서일중학교,http://www.seoil.ms.kr, 공립 , 공학 ,6617," 서울특별시 서초구 서운로21길 2 (서초동, 서일중학교) ",234820600,11,11,11,1,34,368,168,321,130,324,159,"1,013",457,29.8,67,51,56,42,11,9,3,3,49
강남서초,서초구,서초중학교,http://www.seocho.ms.kr, 공립 , 공학 ,6670," 서울특별시 서초구 반포대로13길 48 (서초동,서초중학교) ",25830228,9,9,8,1,27,214,77,226,92,204,71,644,240,23.9,59,46,48,39,11,7,3,1,37
강남서초,강남구,세곡중학교,http://www.segok.ms.kr, 공립 , 공학 ,6374," 서울특별시 강남구 자곡로 81 (자곡동, 세곡중학교) ",220402900,11,10,11,2,34,263,126,270,137,270,133,803,396,23.6,66,54,55,44,11,10,4,1,56
강남서초,강남구,수서중학교,http://www.suseo.ms.kr, 공립 , 공학 ,6348," 서울특별시 강남구 광평로59길 57 (수서동, 수서중학교) ",24517094,8,7,7,2,24,167,79,147,75,147,62,461,216,19.2,48,39,40,34,8,5,4,1,41
강남서초,강남구,신구중학교,http://www.shingu.ms.kr, 공립 , 공학 ,6023," 서울특별시 강남구 압구정로36길 17 (신사동,신구중학교) ",25485038,5,6,5, - ,16,103,53,122,58,102,50,327,161,20.4,35,32,28,26,7,6,3,1,35
강남서초,서초구,신동중학교,http://shindong.ms.kr, 공립 , 공학 ,6516," 서울특별시 서초구 나루터로 27 , 신동중학교 (잠원동,신동중학교) ",25946456,9,8,10, - ,27,267,134,241,101,311,152,819,387,30.3,55,44,45,38,10,6,3,1,40
강남서초,서초구,신반포중학교,http://www.shinbanpo.ms.kr, 공립 , 공학 ,6504," 서울특별시 서초구 신반포로19길 26 , 신반포중학교 (반포동,신반포중학교) ",25376731,10,10,11,1,32,206,34,236,64,281,81,723,179,22.6,66,57,51,45,15,12,3, - ,52
강남서초,강남구,신사중학교,http://sinsa.ms.kr, 공립 , 공학 ,6000," 서울특별시 강남구 압구정로 123 (압구정동,신사중학교) ",25411062,5,6,6,1,18,130,59,147,66,146,67,423,192,23.5,42,32,32,25,10,7,2,2,29
강남서초,강남구,압구정중학교,http://www.apgujeong.ms.kr, 공립 , 공학 ,6003," 서울특별시 강남구 압구정로 225 , 압구정중학교 (압구정동,압구정중학교) ",25431393,6,6,6, - ,18,144,83,132,62,146,74,422,219,23.4,39,29,31,22,8,7,2,1,33
강남서초,서초구,언남중학교,http://www.eonnam.ms.kr, 공립 , 공학 ,6780," 서울특별시 서초구 동산로 55 (양재동,언남중학교) ",25773038,7,7,9,1,24,116,57,122,59,207,97,445,213,18.5,51,44,45,39,6,5,4,3,38
강남서초,강남구,언북중학교,http://www.eonbuk.ms.kr, 공립 , 공학 ,6050," 서울특별시 강남구 도산대로38길 27 (논현동,언북중학교) ",25144302,5,5,5,1,16,101,45,88,37,114,58,303,140,18.9,38,30,29,23,9,7,3,2,32
강남서초,강남구,언주중학교,http://www.eonju.ms.kr, 공립 , 공학 ,6093," 서울특별시 강남구 선릉로116길 57 , 언주중학교 ",262070709,10,10,11, - ,31,324,158,294,133,329,156,947,447,30.5,61,48,52,41,9,7,5,2,40
강남서초,강남구,역삼중학교,http://www.yeoksam.ms.kr, 공립 , 공학 ,6219," 서울특별시 강남구 도곡로43길 10 (역삼동,역삼중학교) ",25581501,12,12,11,1,36,399,141,391,136,362,117,"1,152",394,32,71,58,59,48,12,10,3,1,50
강남서초,서초구,영동중학교,http://www.young-dong.ms.kr, 공립 , 공학 ,6765," 서울특별시 서초구 성촌길 14 (우면동, 영동중학교) ",234747386,10,11,11,1,33,296,145,273,135,297,146,866,426,26.2,67,58,55,47,12,11,4,2,44
강남서초,서초구,원촌중학교,http://www.wonchon.ms.kr, 공립 , 공학 ,6544," 서울특별시 서초구 사평대로45길 10 (반포동,원촌중학교) ",234826053,10,10,10,1,31,355,147,285,125,334,169,974,441,31.4,61,55,50,45,11,10,4,3,43
강남서초,서초구,이수중학교,http://www.isu.ms.kr, 공립 , 남자 ,6689," 서울특별시 서초구 방배중앙로3길 32 (방배동, 이수중학교) ",25214651,6,6,8, - ,20,139, - ,130, - ,177, - ,446, - ,22.3,42,32,35,30,7,2,4,2,35
강남서초,강남구,청담중학교,http://www.cheongdam.ms.kr, 공립 , 공학 ,6010," 서울특별시 강남구 압구정로61길 36 (청담동,청담중학교) ",25115151,6,5,6, - ,17,119,64,116,63,143,61,378,188,22.2,41,36,32,28,9,8,2,1,32
강남서초,강남구,단국대학교사범대학부속중학교,http://www.dankook.ms.kr/, 사립 , 남자 ,6278," 서울특별시 강남구 도곡로64길 21 , 단국대학교사범대학부속중학교 (대치동1013) ",221912607,6,6,6, - ,18,204, - ,194, - ,195, - ,593, - ,32.9,35,15,20,7,15,8,3, - ,21
강남서초,서초구,동덕여자중학교,http://www.dongduk.ms.kr, 사립 , 여자 ,6700," 서울특별시 서초구 효령로2길 123-5 , 동덕여자중고등학교 (방배동) ",25865414,7,7,8, - ,22,134,134,121,121,149,149,404,404,18.4,42,25,34,20,8,5,4,1,30
강남서초,서초구,서문여자중학교,http://www.suhmoon.ms.kr, 사립 , 여자 ,6565, 서울특별시 서초구 동광로12길 84 (방배동) ,230153600,8,9,9, - ,26,214,214,193,193,263,263,670,670,25.8,51,26,38,21,13,5,4, - ,39
강남서초,서초구,세화여자중학교,http://www.sewha.ms.kr, 사립 , 여자 ,6548, 서울특별시 서초구 신반포로 56-7 (반포동) ,25948722,9,9,9, - ,27,272,272,266,266,295,295,833,833,30.9,54,33,42,21,12,12,4,3,37
강남서초,강남구,숙명여자중학교,http://sookmyung.ms.kr, 사립 , 여자 ,6277," 서울특별시 강남구 남부순환로 2807 , 숙명여자중학교 (도곡동) ",234625013,9,9,9, - ,27,304,304,297,297,296,296,897,897,33.2,51,37,44,30,7,7,4,1,34
강남서초,강남구,은성중학교,http://www.eunseong.ms.kr, 사립 , 공학 ,6264," 서울특별시 강남구 남부순환로359길 36 (도곡동, 은광여자고등학교, 은성중학교) ",234622005,5,5,5, - ,15,149,85,144,76,142,76,435,237,29,30,20,14,8,16,12,4,3,20
강남서초,강남구,중동중학교,http://www.joongdong.ms.kr, 사립 , 남자 ,6344, 서울특별시 강남구 일원로8길 37 중동중학교 ,7070929300,10,10,10, - ,30,190, - ,185, - ,218, - ,593, - ,19.8,56,31,42,21,14,10,5,1,40
강남서초,강남구,진선여자중학교,http://www.jinseon.ms.kr, 사립 , 여자 ,6213," 서울특별시 강남구 선릉로85길 27 (역삼동, 진선여자중학교) ",25663103,10,10,10, - ,30,327,327,316,316,322,322,965,965,32.2,61,38,46,25,15,13,4,1,52
강남서초,강남구,휘문중학교,http://www.whimoon.ms.kr, 사립 , 남자 ,6183, 서울특별시 강남구 역삼로 541 (대치동) ,25009700,8,8,8, - ,24,268, - ,262, - ,252, - ,782, - ,32.6,45,11,38,7,7,4,4,2,32
동작관악,동작구,강남중학교,http://www.kangnam.ms.kr, 공립 , 공학 ,6955," 서울특별시 동작구 대방동15길 29 (대방동, 강남중학교) ",28145637,6,6,6,2,20,136,51,144,72,147,68,427,191,21.4,37,28,34,25,3,3,2, - ,33
동작관악,동작구,강현중학교,http://www.sganghyeon.ms.kr, 공립 , 공학 ,6953," 서울특별시 동작구 상도로13라길 22 ,강현중학교(상도동) ",28153939,5,5,5,1,16,119,60,131,54,118,53,368,167,23,35,25,29,22,6,3,3,1,31
동작관악,관악구,관악중학교,http://www.gwanak.ms.kr, 공립 , 공학 ,8741," 서울특별시 관악구 남부순환로237길 60 , 관악중학교 (봉천동) ",28891782,5,5,5,1,16,106,38,111,48,125,51,342,137,21.4,37,29,32,25,5,4,4,1,28
동작관악,관악구,구암중학교,http://www.guahm.ms.kr/, 공립 , 공학 ,8723, 서울특별시 관악구 성현로 53 (봉천동) ,28812904,14,14,13,2,43,411,197,399,208,372,179,"1,182",584,27.5,84,67,73,56,11,11,4,1,51
동작관악,동작구,국사봉중학교,http://www.kuksabong.ms.kr, 공립 , 공학 ,7038," 서울특별시 동작구 양녕로20길 20 , 국사봉중학교 (상도동) ",28223615,5,5,5,2,17,108,48,107,45,110,50,325,143,19.1,35,25,33,24,2,1,3, - ,26
동작관악,관악구,난우중학교,http://www.nanwoo.ms.kr, 공립 , 공학 ,8857," 서울특별시 관악구 난곡로16길 32 , 난우중학교 (신림동) ",28644017,7,7,7,2,23,176,104,170,107,181,116,527,327,22.9,48,38,40,31,8,7,5,1,37
동작관악,관악구,남서울중학교,http://namseoul.ms.kr, 공립 , 공학 ,8773," 서울특별시 관악구 남부순환로172길 97 , 남서울중학교 (신림동) ",28559832,5,4,4,2,15,123,63,103,59,99,53,325,175,21.7,31,18,27,15,4,3,2,1,31
동작관악,동작구,남성중학교,http://www.namsung.ms.kr, 공립 , 공학 ,7022," 서울특별시 동작구 남부순환로269길 166 (사당동,남성중학교) ",25207500,4,5,6,1,16,102,41,131,69,140,64,373,174,23.3,33,25,31,23,2,2,4,2,29
동작관악,관악구,당곡중학교,http://www.danggok.ms.kr, 공립 , 공학 ,8711," 서울특별시 관악구 봉천로13길 101 , 당곡중학교 (봉천동) ",28707700,8,7,8,1,24,194,89,179,87,212,105,585,281,24.4,50,38,40,30,10,8,6,1,40
동작관악,동작구,대방중학교,http://www.dbm.ms.kr, 공립 , 공학 ,7064," 서울특별시 동작구 여의대방로10길 24 (신대방동, 대방중학교) ",28312502,10,10,10,1,31,278,169,282,165,289,163,849,497,27.4,63,47,53,39,10,8,3,1,46
동작관악,동작구,동작중학교,http://dongjak.ms.kr, 공립 , 공학 ,6992, 서울특별시 동작구 동작대로39가길 83 (동작동) ,25916595,5,6,5, - ,16,108,37,147,76,116,44,371,157,23.2,33,25,30,24,3,1,5,3,36
동작관악,동작구,문창중학교,http://www.munchang.ms.kr, 공립 , 공학 ,7057, 서울특별시 동작구 여의대방로22나길 40 (신대방동) ,28218587,6,6,6, - ,18,148,75,137,62,170,75,455,212,25.3,36,25,30,22,6,3,3,2,29
동작관악,관악구,미성중학교,http://www.misung.ms.kr, 공립 , 공학 ,8863, 서울특별시 관악구 문성로16길 40 (신림동) ,28600900,6,6,7,1,20,167,109,152,113,179,121,498,343,24.9,40,30,32,25,8,5,2,1,35
동작관악,관악구,봉림중학교,http://www.bongrim.ms.kr, 공립 , 공학 ,8782, 서울특별시 관악구 장군봉길 72 (봉천동) ,28881281,5,4,5,1,15,81,26,85,30,122,43,288,99,19.2,37,32,30,26,7,6,3,1,26
동작관악,관악구,봉원중학교,http://www.bongwon.ms.kr, 공립 , 공학 ,8736," 서울특별시 관악구 관악로24가길 15 , 봉원중학교 (봉천동,봉원중학교) ",28791542,7,7,7,1,22,174,77,184,82,175,90,533,249,24.2,42,35,38,31,4,4,2,1,47
동작관악,동작구,사당중학교,http://www.sadang.ms.kr, 공립 , 공학 ,7003," 서울특별시 동작구 사당로9가길 58 , 사당중학교 (사당동) ",262835601,6,6,7,1,20,164,76,150,76,188,87,502,239,25.1,41,32,36,28,5,4,2,2,30
